Sample_ID,Treatment,Day,Replicate ,Microbial Load (LOG),VOC,Revalence Index,,,,,
12,Control,2,3,1.40,dimethyl sulfide,85.31,,,,,
12,Control,2,3,1.40,propan-2-one,85.12,,,,,
12,Control,2,3,1.40,2-propanol,83.05,,,,,
12,Control,2,3,1.40,2-Methyl-2-propanol,82.98,,,,,
12,Control,2,3,1.40,2-butanol,89.57,,,,,
12,Control,2,3,1.40,butan-2-one,89.51,,,,,
12,Control,2,3,1.40,Chloroform,89.31,,,,,
12,Control,2,3,1.40,S(+)-2-butanol,89.11,,,,,
12,Control,2,3,1.40,"Methane, bromochloro-",88.68,,,,,
12,Control,2,3,1.40,Octane,28.49,,,,,
12,Control,2,3,1.40,acetic acid,16.48,,,,,
12,Control,2,3,1.40,Formic acid,16.36,,,,,
12,Control,2,3,1.40,EDB,82.51,,,,,
12,Control,2,3,1.40,2-hexanol,82.5,,,,,
12,Control,2,3,1.40,Dibromochloromethane,82.12,,,,,
12,Control,2,3,1.40,3-hexanol,82.04,,,,,
12,Control,2,3,1.40,(Z)-3-hexenal,81.99,,,,,
12,Control,2,3,1.40,Undecane,90.37,,,,,
12,Control,2,3,1.40,cis-Decalin,89.91,,,,,
12,Control,2,3,1.40,terpinolene,89.8,,,,,
12,Control,2,3,1.40,"Butyl 2-butenoate, (E)", ,,,,,
12,Control,2,3,1.40,3-Ethenylcyclooctene, ,,,,,
12,Control,2,3,1.40,2-butyloctanol,75.64,,,,,
12,Control,2,3,1.40,ethyl 3-(methylthio)propanoate,74.86,,,,,
12,Control,2,3,1.40,Fenchol,74.81,,,,,
12,Control,2,3,1.40,n-nonanal,74.65,,,,,
12,Control,2,3,1.40,Limonene oxide,74.53,,,,,
12,Control,2,3,1.40,1-p-menthen-8-thiol,83.92,,,,,
12,Control,2,3,1.40,n-Hexylbenzene,83.92,,,,,
12,Control,2,3,1.40,(R)-linden ether,83.31,,,,,
12,Control,2,3,1.40,Tridecane,83.29,,,,,
12,Control,2,3,1.40,"Phenol, 2,6-dimethyl-",82.87,,,,,
12,Control,2,3,1.40,tridecanal,64.06,,,,,
12,Control,2,3,1.40,Undecyl acetate,63.79,,,,,
12,Control,2,3,1.40,2-tridecanol,63.64,,,,,
12,Control,2,3,1.40,3-Tridecanol,63.48,,,,,
12,Control,2,3,1.40,2-Tridecanone,63.47,,,,,
13,Control,2,3,2.36,Trimethylamine,67.44,,,,,
13,Control,2,3,2.36,Methanethiol,66.62,,,,,
13,Control,2,3,2.36,Methyl formate,65.98,,,,,
13,Control,2,3,2.36,2-Methylbutane,40.37,,,,,
13,Control,2,3,2.36,Methanol,86.92,,,,,
13,Control,2,3,2.36,Acetaldehyde,86.67,,,,,
13,Control,2,3,2.36,Methyl formate,84.13,,,,,
13,Control,2,3,2.36,Methanethiol,82.7,,,,,
13,Control,2,3,2.36,2-Methylbutane,66.7,,,,,
13,Control,2,3,2.36,Propanal,94.93,,,,,
13,Control,2,3,2.36,Propenal,94.72,,,,,
13,Control,2,3,2.36,ethyl chloride,93.57,,,,,
13,Control,2,3,2.36,ethanol,92.31,,,,,
13,Control,2,3,2.36,propan-2-one,90.5,,,,,
13,Control,2,3,2.36,Methyl acetate,98.81,,,,,
13,Control,2,3,2.36,dimethyl sulfide,96.93,,,,,
13,Control,2,3,2.36,propan-2-one,96.72,,,,,
13,Control,2,3,2.36,2-propanol,93.95,,,,,
13,Control,2,3,2.36,2-Methyl-2-propanol,93.87,,,,,
13,Control,2,3,2.36,butan-2-one,98.22,,,,,
13,Control,2,3,2.36,2-butanol,97.85,,,,,
13,Control,2,3,2.36,Chloroform,97.36,,,,,
13,Control,2,3,2.36,S(+)-2-butanol,97.36,,,,,
13,Control,2,3,2.36,"Methane, bromochloro-",96.61,,,,,
13,Control,2,3,2.36,(E)-2-penten-1-ol,95.88,,,,,
13,Control,2,3,2.36,1-hexen-3-ol,94.72,,,,,
13,Control,2,3,2.36,pentanol,94.66,,,,,
13,Control,2,3,2.36,Propanoic acid,94.24,,,,,
13,Control,2,3,2.36,"Ethane, 1,1,2-trichloro-",93.68,,,,,
13,Control,2,3,2.36,2-methylpropanoic acid,96.85,,,,,
13,Control,2,3,2.36,"Formamide, N,N-dimethyl-",94.62,,,,,
13,Control,2,3,2.36,"2,3-Butanediol",94.14,,,,,
13,Control,2,3,2.36,Butyl 2-propenoate,86.67,,,,,
13,Control,2,3,2.36,"2-Pentanone, 3-mercapto-",86.52,,,,,
13,Control,2,3,2.36,pentanoic acid,78.88,,,,,
13,Control,2,3,2.36,3-mercapto-4-methyl-2-pentanone,75.79,,,,,
13,Control,2,3,2.36,Undecyl acetate,69.24,,,,,
13,Control,2,3,2.36,tridecanal,69.19,,,,,
13,Control,2,3,2.36,beta-Himachalene,68.83,,,,,
13,Control,2,3,2.36,propionic acid decyl ester,68.79,,,,,
13,Control,2,3,2.36,2-tridecanol,68.73,,,,,
14,Control,2,3,2.00,Trimethylamine,76.4,,,,,
14,Control,2,3,2.00,Methanethiol,73.84,,,,,
14,Control,2,3,2.00,2-Methylbutane,0.18,,,,,
14,Control,2,3,2.00,Methanol,79.35,,,,,
14,Control,2,3,2.00,Acetaldehyde,79.13,,,,,
14,Control,2,3,2.00,Methyl formate,78.12,,,,,
14,Control,2,3,2.00,Methanethiol,75.97,,,,,
14,Control,2,3,2.00,Pentane,23.54,,,,,
14,Control,2,3,2.00,Methanol,61.66,,,,,
14,Control,2,3,2.00,Acetaldehyde,59.3,,,,,
14,Control,2,3,2.00,Methyl formate,57.63,,,,,
14,Control,2,3,2.00,Methanethiol,56.05,,,,,
14,Control,2,3,2.00,Pentane,18.15,,,,,
14,Control,2,3,2.00,Propanal,95.62,,,,,
14,Control,2,3,2.00,Propenal,95.41,,,,,
14,Control,2,3,2.00,ethyl chloride,94.08,,,,,
14,Control,2,3,2.00,ethanol,92.98,,,,,
14,Control,2,3,2.00,propan-2-one,90.99,,,,,
14,Control,2,3,2.00,Methyl acetate,94.93,,,,,
14,Control,2,3,2.00,dimethyl sulfide,92.65,,,,,
14,Control,2,3,2.00,propan-2-one,92.44,,,,,
14,Control,2,3,2.00,2-propanol,90.27,,,,,
14,Control,2,3,2.00,2-Methyl-2-propanol,90.19,,,,,
14,Control,2,3,2.00,"Ethene, 1,2-dichloro, (Z)-",83.65,,,,,
14,Control,2,3,2.00,Methyl 2-propenoate,83.42,,,,,
14,Control,2,3,2.00,1-propanethiol,83.33,,,,,
14,Control,2,3,2.00,Ethyl Acetate,82.7,,,,,
14,Control,2,3,2.00,Chloroform,82.23,,,,,
14,Control,2,3,2.00,2-butanol,97.38,,,,,
14,Control,2,3,2.00,butan-2-one,97.12,,,,,
14,Control,2,3,2.00,Chloroform,96.98,,,,,
14,Control,2,3,2.00,S(+)-2-butanol,96.89,,,,,
14,Control,2,3,2.00,"Methane, bromochloro-",96.49,,,,,
14,Control,2,3,2.00,"2,3-Pentanedione",83,,,,,
14,Control,2,3,2.00,Methyl butanoate,82.97,,,,,
14,Control,2,3,2.00,Dibromomethane,82.86,,,,,
14,Control,2,3,2.00,"Methane, bromodichloro-",82.65,,,,,
14,Control,2,3,2.00,Ethyl acrylate,82.36,,,,,
14,Control,2,3,2.00,1-hexen-3-ol,70.22,,,,,
14,Control,2,3,2.00,(E)-2-penten-1-ol,70.01,,,,,
14,Control,2,3,2.00,pentanol,69.96,,,,,
14,Control,2,3,2.00,"Ethane, 1,1,2-trichloro-",69.46,,,,,
14,Control,2,3,2.00,1-Hexen-3-one,69.27,,,,,
14,Control,2,3,2.00,EDB,98.31,,,,,
14,Control,2,3,2.00,2-hexanol,98.27,,,,,
14,Control,2,3,2.00,Dibromochloromethane,97.76,,,,,
14,Control,2,3,2.00,3-hexanol,97.72,,,,,
14,Control,2,3,2.00,(Z)-3-hexenal,97.59,,,,,
14,Control,2,3,2.00,1-Octen-3-ol,96.81,,,,,
14,Control,2,3,2.00,"1,5-octadienone",96.61,,,,,
14,Control,2,3,2.00,2-Octanone,96.43,,,,,
14,Control,2,3,2.00,octadienone,96.42,,,,,
14,Control,2,3,2.00,"2,3-Octanedione",96.2,,,,,
14,Control,2,3,2.00,Undecane,96.35,,,,,
14,Control,2,3,2.00,cis-Decalin,95.83,,,,,
14,Control,2,3,2.00,terpinolene,95.71,,,,,
14,Control,2,3,2.00,pentanoic acid,84.99,,,,,
14,Control,2,3,2.00,3-Octanol,34.41,,,,,
14,Control,2,3,2.00,ethyl 3-(methylthio)propanoate,96.51,,,,,
14,Control,2,3,2.00,Fenchol,96.45,,,,,
14,Control,2,3,2.00,n-nonanal,96.27,,,,,
14,Control,2,3,2.00,Limonene oxide,96.08,,,,,
14,Control,2,3,2.00,Ethyl cyclohexanecarboxylate,95.99,,,,,
14,Control,2,3,2.00,n-Hexylbenzene,92.02,,,,,
14,Control,2,3,2.00,1-p-menthen-8-thiol,91.69,,,,,
14,Control,2,3,2.00,(R)-linden ether,91.21,,,,,
14,Control,2,3,2.00,Tridecane,91.14,,,,,
14,Control,2,3,2.00,"Phenol, 2,6-dimethyl-",52.8,,,,,
14,Control,2,3,2.00,n-Nonylcyclopentane,87.83,,,,,
14,Control,2,3,2.00,5-Methyltetradecane,87.72,,,,,
14,Control,2,3,2.00,"Tetradecane, 7-methyl",87.66,,,,,
14,Control,2,3,2.00,4-ethyl tridecane,87.66,,,,,
14,Control,2,3,2.00,6-methyl tetradecane,87.66,,,,,
14,Control,2,3,2.00,bis(2-furylmethyl) sulfide,73.24,,,,,
14,Control,2,3,2.00,Methyl eugenol,73.02,,,,,
14,Control,2,3,2.00,"Benzene, 1,3-dinitro-",72.8,,,,,
14,Control,2,3,2.00,"1,2,4-Thiadiazole, 5-ethoxy-3-(trichloromethyl)-",72.65,,,,,
14,Control,2,3,2.00,"Carbamothioic acid, butylethyl, S-propyl ester",72.38,,,,,
16,Control,2,3,1.40,Trimethylamine,45.34,,,,,
16,Control,2,3,1.40,Methanethiol,44.7,,,,,
16,Control,2,3,1.40,Methyl formate,44.31,,,,,
16,Control,2,3,1.40,2-Methylbutane,0.02,,,,,
16,Control,2,3,1.40,Acetaldehyde,74.07,,,,,
16,Control,2,3,1.40,Methanol,71.23,,,,,
16,Control,2,3,1.40,Methanethiol,71.14,,,,,
16,Control,2,3,1.40,2-Methylbutane,69.41,,,,,
16,Control,2,3,1.40,Methyl formate,42.99,,,,,
16,Control,2,3,1.40,Propanal,95.48,,,,,
16,Control,2,3,1.40,Propenal,95.27,,,,,
16,Control,2,3,1.40,ethyl chloride,93.85,,,,,
16,Control,2,3,1.40,ethanol,92.84,,,,,
16,Control,2,3,1.40,propan-2-one,90.93,,,,,
16,Control,2,3,1.40,Methyl acetate,96.3,,,,,
16,Control,2,3,1.40,dimethyl sulfide,94.38,,,,,
16,Control,2,3,1.40,propan-2-one,94.26,,,,,
16,Control,2,3,1.40,2-propanol,91.56,,,,,
16,Control,2,3,1.40,2-Methyl-2-propanol,91.48,,,,,
16,Control,2,3,1.40,"Ethene, 1,2-dichloro, (Z)-",60.36,,,,,
16,Control,2,3,1.40,Methyl 2-propenoate,60.35,,,,,
16,Control,2,3,1.40,1-propanethiol,60.02,,,,,
16,Control,2,3,1.40,Ethyl Acetate,59.84,,,,,
16,Control,2,3,1.40,Chloroform,59.2,,,,,
16,Control,2,3,1.40,"butane-2,3-dione",82.75,,,,,
16,Control,2,3,1.40,S(+)-2-butanol,81.55,,,,,
16,Control,2,3,1.40,Butanal,80.8,,,,,
16,Control,2,3,1.40,3-Buten-2-one,80.14,,,,,
16,Control,2,3,1.40,1-Propanol,77.36,,,,,
16,Control,2,3,1.40,3-methylheptane,94.47,,,,,
16,Control,2,3,1.40,3-Ethylhexane,94.36,,,,,
16,Control,2,3,1.40,2-Methylheptane,93.18,,,,,
16,Control,2,3,1.40,4-Methylheptane,93.06,,,,,
16,Control,2,3,1.40,1-Chloropentane,90.25,,,,,
16,Control,2,3,1.40,3-Ethylhexane,64.24,,,,,
16,Control,2,3,1.40,3-methylheptane,64.16,,,,,
16,Control,2,3,1.40,1-Chloropentane,63.59,,,,,
16,Control,2,3,1.40,2-Methylheptane,63.28,,,,,
16,Control,2,3,1.40,4-Methylheptane,63.2,,,,,
16,Control,2,3,1.40,1-hexen-3-ol,65.77,,,,,
16,Control,2,3,1.40,pentanol,65.74,,,,,
16,Control,2,3,1.40,(E)-2-penten-1-ol,65.62,,,,,
16,Control,2,3,1.40,"Ethane, 1,1,2-trichloro-",65.05,,,,,
16,Control,2,3,1.40,1-Hexen-3-one,64.88,,,,,
16,Control,2,3,1.40,2-hexanol,98.41,,,,,
16,Control,2,3,1.40,EDB,98.31,,,,,
16,Control,2,3,1.40,Dibromochloromethane,98.16,,,,,
16,Control,2,3,1.40,(Z)-3-hexenal,97.99,,,,,
16,Control,2,3,1.40,3-hexanol,97.86,,,,,
16,Control,2,3,1.40,Undecane,85.38,,,,,
16,Control,2,3,1.40,1-Octen-3-ol,85.18,,,,,
16,Control,2,3,1.40,octadienone,85.07,,,,,
16,Control,2,3,1.40,"1,5-octadienone",85.06,,,,,
16,Control,2,3,1.40,"2,3-Octanedione",84.88,,,,,
16,Control,2,3,1.40,n-nonanal,77.3,,,,,
16,Control,2,3,1.40,ethyl 3-(methylthio)propanoate,77.1,,,,,
16,Control,2,3,1.40,Fenchol,77.06,,,,,
16,Control,2,3,1.40,2-nonanol,76.67,,,,,
16,Control,2,3,1.40,Ethyl cyclohexanecarboxylate,76.65,,,,,
16,Control,2,3,1.40,n-Hexylbenzene,86.19,,,,,
16,Control,2,3,1.40,Tridecane,85.13,,,,,
16,Control,2,3,1.40,(R)-linden ether,85.1,,,,,
16,Control,2,3,1.40,Triethyl phosphate,60.3,,,,,
16,Control,2,3,1.40,"Phenol, 2,6-dimethyl-",60.14,,,,,
17,Control,2,3,1.70,Trimethylamine,33,,,,,
17,Control,2,3,1.70,Methanethiol,32.42,,,,,
17,Control,2,3,1.70,Methyl formate,32.18,,,,,
17,Control,2,3,1.70,2-Methylbutane,0.01,,,,,
17,Control,2,3,1.70,Acetaldehyde,68.55,,,,,
17,Control,2,3,1.70,Methanol,65.93,,,,,
17,Control,2,3,1.70,Methanethiol,65.92,,,,,
17,Control,2,3,1.70,2-Methylbutane,64.31,,,,,
17,Control,2,3,1.70,Methyl formate,32.31,,,,,
17,Control,2,3,1.70,Methanol,95.29,,,,,
17,Control,2,3,1.70,Acetaldehyde,91.64,,,,,
17,Control,2,3,1.70,Methyl formate,88.3,,,,,
17,Control,2,3,1.70,Methanethiol,86.61,,,,,
17,Control,2,3,1.70,Pentane,10.27,,,,,
17,Control,2,3,1.70,Propanal,95.63,,,,,
17,Control,2,3,1.70,Propenal,95.41,,,,,
17,Control,2,3,1.70,ethyl chloride,94,,,,,
17,Control,2,3,1.70,ethanol,92.99,,,,,
17,Control,2,3,1.70,propan-2-one,90.99,,,,,
17,Control,2,3,1.70,Methyl acetate,78.71,,,,,
17,Control,2,3,1.70,dimethyl sulfide,77.41,,,,,
17,Control,2,3,1.70,propan-2-one,77.38,,,,,
17,Control,2,3,1.70,2-propanol,74.84,,,,,
17,Control,2,3,1.70,2-Methyl-2-propanol,74.77,,,,,
17,Control,2,3,1.70,"butane-2,3-dione",57.63,,,,,
17,Control,2,3,1.70,Butanal,57.51,,,,,
17,Control,2,3,1.70,3-Buten-2-one,57.04,,,,,
17,Control,2,3,1.70,vinyl acetate,56,,,,,
17,Control,2,3,1.70,S(+)-2-butanol,55.54,,,,,
17,Control,2,3,1.70,"butane-2,3-dione",62.52,,,,,
17,Control,2,3,1.70,S(+)-2-butanol,61.46,,,,,
17,Control,2,3,1.70,2-butanol,61.15,,,,,
17,Control,2,3,1.70,Butanal,61.05,,,,,
17,Control,2,3,1.70,3-Buten-2-one,60.55,,,,,
17,Control,2,3,1.70,Fluorobenzene,85.03,,,,,
17,Control,2,3,1.70,Methyl isobutyrate,84.21,,,,,
17,Control,2,3,1.70,Thiophene,84.03,,,,,
17,Control,2,3,1.70,2-ethyl furan,82.5,,,,,
17,Control,2,3,1.70,Trichloroethylene,82.42,,,,,
17,Control,2,3,1.70,1-penten-3-one,88.49,,,,,
17,Control,2,3,1.70,1-methoxy-2-propanol,87.71,,,,,
17,Control,2,3,1.70,pent-1-en-3-ol,87.63,,,,,
17,Control,2,3,1.70,3-Pentanone,87.42,,,,,
17,Control,2,3,1.70,pentan-2-one,87.34,,,,,
17,Control,2,3,1.70,"2,3-Pentanedione",90.41,,,,,
17,Control,2,3,1.70,Methyl butanoate,90.22,,,,,
17,Control,2,3,1.70,Dibromomethane,90.1,,,,,
17,Control,2,3,1.70,Pentanal,89.58,,,,,
17,Control,2,3,1.70,Ethyl acrylate,89.55,,,,,
17,Control,2,3,1.70,Acetoin,91.4,,,,,
17,Control,2,3,1.70,4-methyl-octane,86.97,,,,,
17,Control,2,3,1.70,2-Methyl octane,86.77,,,,,
17,Control,2,3,1.70,3-methyl-octane,86.77,,,,,
17,Control,2,3,1.70,3-Ethylheptane,86.57,,,,,
17,Control,2,3,1.70,Nonane,79.22,,,,,
17,Control,2,3,1.70,Dibutyl ether,77.29,,,,,
17,Control,2,3,1.70,pentanol,65.28,,,,,
17,Control,2,3,1.70,1-hexen-3-ol,65.25,,,,,
17,Control,2,3,1.70,(E)-2-penten-1-ol,65.16,,,,,
17,Control,2,3,1.70,2-hexanol,97.93,,,,,
17,Control,2,3,1.70,EDB,97.82,,,,,
17,Control,2,3,1.70,Dibromochloromethane,97.65,,,,,
17,Control,2,3,1.70,(Z)-3-hexenal,97.48,,,,,
17,Control,2,3,1.70,3-hexanol,97.39,,,,,
17,Control,2,3,1.70,5-Methyl-4-nonene,93.57,,,,,
17,Control,2,3,1.70,Octamethylcyclotetrasiloxane,91.29,,,,,
17,Control,2,3,1.70,Decane,90.46,,,,,
17,Control,2,3,1.70,furfural,84.26,,,,,
17,Control,2,3,1.70,2-Cyclopenten-1-one,84.03,,,,,
17,Control,2,3,1.70,"2,6-Dimethyl-3-octene",73.44,,,,,
17,Control,2,3,1.70,heptan-2-ol,73.09,,,,,
17,Control,2,3,1.70,"Butane, 1,4-dichloro-",72.39,,,,,
17,Control,2,3,1.70,"2,5-Dimethylpyrazine",72.37,,,,,
17,Control,2,3,1.70,Cyclohexanone,72.36,,,,,
17,Control,2,3,1.70,1-Octen-3-ol,91.49,,,,,
17,Control,2,3,1.70,"1,5-octadienone",91.33,,,,,
17,Control,2,3,1.70,octadienone,91.24,,,,,
17,Control,2,3,1.70,2-Octanone,91.05,,,,,
17,Control,2,3,1.70,"2,3-Octanedione",91.03,,,,,
17,Control,2,3,1.70,Octanal,87.17,,,,,
17,Control,2,3,1.70,propionylpyrroline,86.85,,,,,
17,Control,2,3,1.70,2-Propionylpyrrole,86.68,,,,,
17,Control,2,3,1.70,trimethylpyrazine,86.58,,,,,
17,Control,2,3,1.70,trans-hex-2-enyl acetate,86.46,,,,,
17,Control,2,3,1.70,"3,5-Octadien-2-one",81.55,,,,,
17,Control,2,3,1.70,"2-Octenal, (E)-",81.25,,,,,
17,Control,2,3,1.70,4-Nonanol,81.22,,,,,
17,Control,2,3,1.70,3-Nonanol,81.05,,,,,
17,Control,2,3,1.70,Linalool,81.02,,,,,
17,Control,2,3,1.70,ethyl 3-(methylthio)propanoate,84.36,,,,,
17,Control,2,3,1.70,Fenchol,84.31,,,,,
17,Control,2,3,1.70,n-nonanal,84.23,,,,,
17,Control,2,3,1.70,Limonene oxide,83.89,,,,,
17,Control,2,3,1.70,Ethyl cyclohexanecarboxylate,83.88,,,,,
17,Control,2,3,1.70,tridecanal,80.97,,,,,
17,Control,2,3,1.70,Undecyl acetate,80.53,,,,,
17,Control,2,3,1.70,2-tridecanol,80.43,,,,,
17,Control,2,3,1.70,3-Tridecanol,80.23,,,,,
17,Control,2,3,1.70,2-Tridecanone,80.22,,,,,
17,Control,2,3,1.70,"Benzene, 1,3-dinitro-",95.44,,,,,
17,Control,2,3,1.70,bis(2-furylmethyl) sulfide,94.42,,,,,
17,Control,2,3,1.70,delta-Nonalactone,94.31,,,,,
17,Control,2,3,1.70,"1,2,4-Thiadiazole, 5-ethoxy-3-(trichloromethyl)-",93.55,,,,,
17,Control,2,3,1.70,Methyl eugenol,92.98,,,,,
17,Control,2,3,1.70,Mevinphos,96.04,,,,,
17,Control,2,3,1.70,Vanillin,94.93,,,,,
17,Control,2,3,1.70,Isoeugenol,94.57,,,,,
17,Control,2,3,1.70,Dimethyl phthalate,94.53,,,,,
17,Control,2,3,1.70,"1,9-Nonanediol",94.45,,,,,
18,Control,2,3,1.93,Trimethylamine,72.36,,,,,
18,Control,2,3,1.93,Methanethiol,71.97,,,,,
18,Control,2,3,1.93,Methyl formate,71.35,,,,,
18,Control,2,3,1.93,2-Methylbutane,0.04,,,,,
18,Control,2,3,1.93,Acetaldehyde,76.2,,,,,
18,Control,2,3,1.93,Methanol,73.28,,,,,
18,Control,2,3,1.93,Methanethiol,73.19,,,,,
18,Control,2,3,1.93,2-Methylbutane,71.4,,,,,
18,Control,2,3,1.93,Pentane,36.53,,,,,
18,Control,2,3,1.93,Propanal,96.05,,,,,
18,Control,2,3,1.93,Propenal,95.83,,,,,
18,Control,2,3,1.93,ethyl chloride,94.07,,,,,
18,Control,2,3,1.93,ethanol,93.4,,,,,
18,Control,2,3,1.93,propan-2-one,91.48,,,,,
18,Control,2,3,1.93,Methyl acetate,82.38,,,,,
18,Control,2,3,1.93,dimethyl sulfide,80.74,,,,,
18,Control,2,3,1.93,propan-2-one,80.63,,,,,
18,Control,2,3,1.93,2-propanol,78.33,,,,,
18,Control,2,3,1.93,2-Methyl-2-propanol,78.26,,,,,
18,Control,2,3,1.93,"2,2,4-Trimethylpentane",85.02,,,,,
18,Control,2,3,1.93,3-Ethylpentane,84.79,,,,,
18,Control,2,3,1.93,Heptane,84.77,,,,,
18,Control,2,3,1.93,Hexamethyldisiloxane,83.67,,,,,
18,Control,2,3,1.93,3-Methylhexane,82.68,,,,,
18,Control,2,3,1.93,"butane-2,3-dione",96.39,,,,,
18,Control,2,3,1.93,S(+)-2-butanol,94.98,,,,,
18,Control,2,3,1.93,butan-2-one,94.58,,,,,
18,Control,2,3,1.93,2-butanol,94.5,,,,,
18,Control,2,3,1.93,Butanal,94.11,,,,,
18,Control,2,3,1.93,2-ethyl furan,46.24,,,,,
18,Control,2,3,1.93,Trichloroethylene,46,,,,,
18,Control,2,3,1.93,Heptane,45.88,,,,,
18,Control,2,3,1.93,Fluorobenzene,45.44,,,,,
18,Control,2,3,1.93,Methyl isobutyrate,45.14,,,,,
18,Control,2,3,1.93,Pentanal,51.54,,,,,
18,Control,2,3,1.93,"1,2-Dichloropropane",51.45,,,,,
18,Control,2,3,1.93,Ethyl acrylate,51.32,,,,,
18,Control,2,3,1.93,3-Pentanone,51,,,,,
18,Control,2,3,1.93,Dibromomethane,50.72,,,,,
18,Control,2,3,1.93,"2,3-Pentanedione",88.08,,,,,
18,Control,2,3,1.93,Methyl butanoate,87.95,,,,,
18,Control,2,3,1.93,Dibromomethane,87.84,,,,,
18,Control,2,3,1.93,Ethyl acrylate,87.31,,,,,
18,Control,2,3,1.93,"Methane, bromodichloro-",87.24,,,,,
18,Control,2,3,1.93,Acetoin,96.27,,,,,
18,Control,2,3,1.93,Nonane,89.75,,,,,
18,Control,2,3,1.93,Dibutyl ether,87.57,,,,,
18,Control,2,3,1.93,1-hexen-3-ol,67.54,,,,,
18,Control,2,3,1.93,pentanol,67.5,,,,,
18,Control,2,3,1.93,2-hexanol,98.6,,,,,
18,Control,2,3,1.93,EDB,98.51,,,,,
18,Control,2,3,1.93,Dibromochloromethane,98.31,,,,,
18,Control,2,3,1.93,(Z)-3-hexenal,98.14,,,,,
18,Control,2,3,1.93,3-hexanol,98.05,,,,,
18,Control,2,3,1.93,nonane 3-methyl,85.2,,,,,
18,Control,2,3,1.93,Octamethylcyclotetrasiloxane,85.14,,,,,
18,Control,2,3,1.93,3-Ethyloctane,85.07,,,,,
18,Control,2,3,1.93,5-Methyl-4-nonene,84.95,,,,,
18,Control,2,3,1.93,beta-Pinene,84.52,,,,,
18,Control,2,3,1.93,Cyclohexanol,97.21,,,,,
18,Control,2,3,1.93,(Z)-2-Hexen-1-ol,96.88,,,,,
18,Control,2,3,1.93,4-Heptanol,96.37,,,,,
18,Control,2,3,1.93,3-heptanol,96.06,,,,,
18,Control,2,3,1.93,1-Hexanol,95.92,,,,,
18,Control,2,3,1.93,Butyl methacrylate,75.79,,,,,
18,Control,2,3,1.93,3-Octanone,75.79,,,,,
18,Control,2,3,1.93,Putrescine,75.57,,,,,
18,Control,2,3,1.93,"2,3-Octanedione",75.56,,,,,
18,Control,2,3,1.93,"1,5-octadienone",75.52,,,,,
18,Control,2,3,1.93,1-Octen-3-ol,95.49,,,,,
18,Control,2,3,1.93,"1,5-octadienone",95.26,,,,,
18,Control,2,3,1.93,octadienone,95.18,,,,,
18,Control,2,3,1.93,2-Octanone,95.01,,,,,
18,Control,2,3,1.93,"2,3-Octanedione",94.97,,,,,
18,Control,2,3,1.93,Acetophenone,88.64,,,,,
18,Control,2,3,1.93,benzyl alcohol,88.62,,,,,
18,Control,2,3,1.93,benzeneacetaldehyde,88.08,,,,,
18,Control,2,3,1.93,5-ethyldihydro-2(3h)-furanone,88,,,,,
18,Control,2,3,1.93,"2-Hydroxy-3,4-dimethyl-2-cyclopenten-1-one",87.4,,,,,
19,Control,2,3,1.40,Trimethylamine,24.1,,,,,
19,Control,2,3,1.40,Methanethiol,23.3,,,,,
19,Control,2,3,1.40,2-Methylbutane,0.01,,,,,
19,Control,2,3,1.40,Acetaldehyde,68.14,,,,,
19,Control,2,3,1.40,Methanol,65.71,,,,,
19,Control,2,3,1.40,Methanethiol,65.35,,,,,
19,Control,2,3,1.40,Methyl formate,39.89,,,,,
19,Control,2,3,1.40,Pentane,7.65,,,,,
19,Control,2,3,1.40,Propanal,95.96,,,,,
19,Control,2,3,1.40,Propenal,95.75,,,,,
19,Control,2,3,1.40,ethyl chloride,93.81,,,,,
19,Control,2,3,1.40,ethanol,93.32,,,,,
19,Control,2,3,1.40,propan-2-one,91.22,,,,,
19,Control,2,3,1.40,Methyl acetate,98.54,,,,,
19,Control,2,3,1.40,dimethyl sulfide,96.09,,,,,
19,Control,2,3,1.40,propan-2-one,95.96,,,,,
19,Control,2,3,1.40,2-propanol,93.7,,,,,
19,Control,2,3,1.40,2-Methyl-2-propanol,93.62,,,,,
19,Control,2,3,1.40,"butane-2,3-dione",80.42,,,,,
19,Control,2,3,1.40,Butanal,79.53,,,,,
19,Control,2,3,1.40,3-Buten-2-one,78.88,,,,,
19,Control,2,3,1.40,butan-2-one,78.01,,,,,
19,Control,2,3,1.40,S(+)-2-butanol,77.52,,,,,
19,Control,2,3,1.40,Chloroform,99.65,,,,,
19,Control,2,3,1.40,"Methane, bromochloro-",99.54,,,,,
19,Control,2,3,1.40,Methyl propanoate,97.36,,,,,
19,Control,2,3,1.40,"Ethene, 1,2-dichloro, (Z)-",97.33,,,,,
19,Control,2,3,1.40,1-Butanamine,97.09,,,,,
19,Control,2,3,1.40,Octane,28.87,,,,,
19,Control,2,3,1.40,1-Octene,28.44,,,,,
19,Control,2,3,1.40,Formic acid,24.3,,,,,
19,Control,2,3,1.40,acetic acid,18.74,,,,,
19,Control,2,3,1.40,EDB,83.09,,,,,
19,Control,2,3,1.40,2-hexanol,83.05,,,,,
19,Control,2,3,1.40,3-hexanol,82.59,,,,,
19,Control,2,3,1.40,Dibromochloromethane,82.57,,,,,
19,Control,2,3,1.40,(Z)-3-hexenal,82.43,,,,,
19,Control,2,3,1.40,Butyl 2-propenoate,72.39,,,,,
